,StatisticCrimeGroup,StatisticCrimeType,Quarter,Religious level,TikimSum
6091,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q1,דתיים,66
6092,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q1,חילונים,405
6093,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q1,חרדים,28
6094,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q1,מסורתיים,65
6095,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q2,דתיים,75
6096,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q2,חילונים,437
6097,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q2,חרדים,27
6098,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q2,מסורתיים,62
6099,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q3,דתיים,79
6100,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q3,חילונים,377
6101,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q3,חרדים,18
6102,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q3,מסורתיים,64
6103,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q4,דתיים,51
6104,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q4,חילונים,306
6105,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q4,חרדים,34
6106,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2020-Q4,מסורתיים,59
6107,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q1,דתיים,56
6108,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q1,חילונים,294
6109,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q1,חרדים,36
6110,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q1,מסורתיים,56
6111,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q2,דתיים,72
6112,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q2,חילונים,424
6113,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q2,חרדים,17
6114,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q2,מסורתיים,79
6115,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q3,דתיים,67
6116,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q3,חילונים,320
6117,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q3,חרדים,15
6118,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q3,מסורתיים,67
6119,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q4,דתיים,53
6120,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q4,חילונים,386
6121,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q4,חרדים,19
6122,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2021-Q4,מסורתיים,56
6123,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q1,דתיים,38
6124,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q1,חילונים,310
6125,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q1,חרדים,20
6126,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q1,מסורתיים,55
6127,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q2,דתיים,41
6128,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q2,חילונים,349
6129,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q2,חרדים,14
6130,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q2,מסורתיים,60
6131,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q3,דתיים,45
6132,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q3,חילונים,279
6133,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q3,חרדים,18
6134,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q3,מסורתיים,47
6135,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q4,דתיים,32
6136,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q4,חילונים,328
6137,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q4,חרדים,16
6138,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2022-Q4,מסורתיים,73
6139,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2023-Q1,דתיים,19
6140,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2023-Q1,חילונים,283
6141,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2023-Q1,חרדים,14
6142,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2023-Q1,מסורתיים,43
6143,עבירות סדר ציבורי,שוחד,2018-Q1,דתיים,3
6144,עבירות סדר ציבורי,שוחד,2018-Q1,חילונים,6
6145,עבירות סדר ציבורי,שוחד,2018-Q2,דתיים,2
6146,עבירות סדר ציבורי,שוחד,2018-Q2,חילונים,8
6147,עבירות סדר ציבורי,שוחד,2018-Q2,מסורתיים,2
6148,עבירות סדר ציבורי,שוחד,2018-Q3,דתיים,2
6149,עבירות סדר ציבורי,שוחד,2018-Q3,חילונים,3
6150,עבירות סדר ציבורי,שוחד,2018-Q4,דתיים,2
6151,עבירות סדר ציבורי,שוחד,2018-Q4,חילונים,6
6152,עבירות סדר ציבורי,שוחד,2018-Q4,מסורתיים,1
6153,עבירות סדר ציבורי,שוחד,2019-Q1,דתיים,1
6154,עבירות סדר ציבורי,שוחד,2019-Q1,חילונים,6
6155,עבירות סדר ציבורי,שוחד,2019-Q1,חרדים,1
6156,עבירות סדר ציבורי,שוחד,2019-Q2,חילונים,73
6157,עבירות סדר ציבורי,שוחד,2019-Q2,מסורתיים,1
6158,עבירות סדר ציבורי,שוחד,2019-Q3,דתיים,1
6159,עבירות סדר ציבורי,שוחד,2019-Q3,חילונים,4
6160,עבירות סדר ציבורי,שוחד,2019-Q3,מסורתיים,3
6161,עבירות סדר ציבורי,שוחד,2019-Q4,חילונים,4
6162,עבירות סדר ציבורי,שוחד,2019-Q4,חרדים,1
6163,עבירות סדר ציבורי,שוחד,2019-Q4,מסורתיים,3
6164,עבירות סדר ציבורי,שוחד,2020-Q1,דתיים,1
6165,עבירות סדר ציבורי,שוחד,2020-Q1,חילונים,2
6166,עבירות סדר ציבורי,שוחד,2020-Q2,דתיים,1
6167,עבירות סדר ציבורי,שוחד,2020-Q2,חילונים,9
6168,עבירות סדר ציבורי,שוחד,2020-Q3,דתיים,2
6169,עבירות סדר ציבורי,שוחד,2020-Q3,חילונים,1
6170,עבירות סדר ציבורי,שוחד,2020-Q3,מסורתיים,1
6171,עבירות סדר ציבורי,שוחד,2020-Q4,חילונים,7
6172,עבירות סדר ציבורי,שוחד,2020-Q4,מסורתיים,1
6173,עבירות סדר ציבורי,שוחד,2021-Q1,דתיים,2
6174,עבירות סדר ציבורי,שוחד,2021-Q1,חילונים,3
6175,עבירות סדר ציבורי,שוחד,2021-Q2,חילונים,4
6176,עבירות סדר ציבורי,שוחד,2021-Q3,חילונים,1
6177,עבירות סדר ציבורי,שוחד,2021-Q3,חרדים,1
6178,עבירות סדר ציבורי,שוחד,2021-Q4,חילונים,4
6179,עבירות סדר ציבורי,שוחד,2022-Q1,חילונים,7
6180,עבירות סדר ציבורי,שוחד,2022-Q2,דתיים,3
6181,עבירות סדר ציבורי,שוחד,2022-Q2,חילונים,4
6182,עבירות סדר ציבורי,שוחד,2022-Q3,דתיים,1
6183,עבירות סדר ציבורי,שוחד,2022-Q3,חילונים,6
6184,עבירות סדר ציבורי,שוחד,2022-Q4,חילונים,3
6185,עבירות סדר ציבורי,שוחד,2023-Q1,חילונים,2
6186,עבירות סדר ציבורי,שוחד,2023-Q1,מסורתיים,2
6187,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q1,דתיים,306
6188,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q1,חילונים,1198
6189,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q1,חרדים,62
6190,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q1,מסורתיים,235
6191,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q2,דתיים,293
6192,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q2,חילונים,1105
6193,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q2,חרדים,71
6194,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q2,מסורתיים,188
6195,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q3,דתיים,345
6196,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q3,חילונים,1095
6197,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q3,חרדים,70
6198,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q3,מסורתיים,201
6199,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q4,דתיים,332
6200,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q4,חילונים,1013
6201,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q4,חרדים,70
6202,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2018-Q4,מסורתיים,178
6203,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q1,דתיים,343
6204,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q1,חילונים,1063
6205,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q1,חרדים,87
6206,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q1,מסורתיים,181
6207,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q2,דתיים,346
6208,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q2,חילונים,1038
6209,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q2,חרדים,73
6210,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q2,מסורתיים,179
6211,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q3,דתיים,363
6212,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q3,חילונים,1079
6213,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q3,חרדים,87
6214,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q3,מסורתיים,198
6215,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q4,דתיים,305
6216,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q4,חילונים,944
6217,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q4,חרדים,56
6218,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2019-Q4,מסורתיים,190
6219,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q1,דתיים,333
6220,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q1,חילונים,998
6221,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q1,חרדים,86
6222,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q1,מסורתיים,244
6223,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q2,דתיים,374
6224,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q2,חילונים,1069
6225,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q2,חרדים,102
6226,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q2,מסורתיים,249
6227,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q3,דתיים,429
6228,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q3,חילונים,1027
6229,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q3,חרדים,63
6230,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q3,מסורתיים,196
6231,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q4,דתיים,440
6232,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q4,חילונים,1159
6233,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q4,חרדים,120
6234,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2020-Q4,מסורתיים,210
6235,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2021-Q1,דתיים,366
